Time (h),Biomass (cells/ml)
0,2.653061224489793
20.57291666666667,3.537414965986393
44.79166666666667,7.006802721088434
51.30208333333334,10.340136054421766
72.65625,14.761904761904761
81.51041666666669,14.761904761904761
93.75,11.428571428571427
101.5625,15.986394557823129
118.75000000000003,21.700680272108844
126.30208333333331,22.244897959183675
